"","Source","CreationDate","Author","LastSaved","LastSavedBy","BarcodeFinal","LabelPrefix","Crop","FieldStrip","ID2Bad","Col.Row2","Column","Row2","isResidue","TotalGrain.g..bag","TareBag.g.","TotalGrain.g.","Tota.Biomass.g..bag","TareBag.g..1","TotalBiomass.g.","protein","moisture","starch","gluten","testWeight","tareWtSampleBag.g.","NOTES","Notes2","Notes3","ID2","Strip","Field","coords.x1","coords.x2"
"495","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_258_19-K","CF14GPWW","WW","","258","19-K",19,"K","",1156,20,1136,,,,9.5,8.8,65.8,25.3,39.7,,"Protein DM outside limit","","",259,3,"B",-117.081684,46.781565
"497","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_259_20-K","CF14GPWW","WW","","259","20-K",20,"K","",1255,20,1235,,,,11,8.3,68.7,29,43.8,,"","","",260,4,"B",-117.081266,46.781567
"500","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_260_21-K","CF14GPWW","WW","","260","21-K",21,"K","",1451,19,1432,,,,9.8,7.8,72.6,25.1,53.1,,"","","",261,5,"B",-117.080848,46.781423
"503","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_261_22-K","CF14GPWW","WW","","261","22-K",22,"K","",1305,20,1285,,,,11.2,8.4,68,30.4,43.9,,"","","",262,5,"B",-117.08043,46.781686
"505","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_262_23-K","CF14GPWW","WW","","262","23-K",23,"K","",1076,20,1056,,,,9.9,8.9,75.5,26.3,57,,"Starch outside limits","","",263,6,"B",-117.080012,46.781657
"506","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_C1_264_24-K","CF14GPSWGrn","SW","C1","264","24-K",24,"K","",786,20,766,,,,7.4,7.4,72.7,23.9,60.1,,"","","",264,1,"C",-117.079594,46.781621
"508","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_C2_265_25-K","GPHY14","GB","C2","265","25-K",25,"K","",548,20,528,,,,,,,,,,"","","",265,2,"C",-117.0791581,46.78153382
"511","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_C2_266_26-K","GPHY14","GB","C2","266","26-K",26,"K","",323,20,303,,,,,,,,,,"","","",266,2,"C",-117.078758,46.781554
"513","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx",41964.45069,"Covered Storage",41964.48472,"Covered Storage","GPHY14_SB_C3_267_27-K","GPHY14","SB","C3","267","27-K",27,"K","",460,25,435,,,,13.3,10.9,63.1,,53.7,,"","","",267,3,"C",-117.07834,46.781559
"516","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_267_28-K","CF14GPWW","WW","","267","28-K",28,"K","",448,19,429,,,,13.5,8.8,67.3,37,51.3,,"","","",268,4,"C",-117.077922,46.781496
"518","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_268_29-K","CF14GPWW","WW","","268","29-K",29,"K","",954,20,934,,,,10.8,8.4,71.6,29.2,56.8,,"","","",269,4,"C",-117.077504,46.78166
"519","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_C5_270_30-K","CF14GPSWGrn","SW","C5","270","30-K",30,"K","",1104,20,1084,,,,10.1,6.9,73.7,22.7,59.6,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","",270,5,"C",-117.077086,46.781434
"520","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_C6_271_31-K","CF14GPSWGrn","SW","C6","271","31-K",31,"K","",898,25,873,,,,10,6.6,74.8,22,58.8,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","ORIGINAL SAMPLE BAG RIPPED",271,6,"C",-117.076668,46.781558
"522","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A1_272_9-L","GPHY14","GB","A1","272","9-L",9,"L","",427,20,407,,,,,,,,,,"","","",272,1,"A",-117.08559,46.781812
"525","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_273_10-L","GPHY14","GB","A2","273","10-L",10,"L","",180,20,160,,,,,,,,,,"","","",273,2,"A",-117.085172,46.78193
"527","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_274_11-L","GPHY14","GB","A3","274","11-L",11,"L","",261,20,241,,,,,,,,,,"","","",274,3,"A",-117.084754,46.781778
"530","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_275_12-L","GPHY14","GB","A3","275","12-L",12,"L","",456,20,436,,,,,,,,,,"","","",275,3,"A",-117.08435697,46.78187778
"533","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A4_276_13-L","GPHY14","GB","A4","276","13-L",13,"L","",272,20,252,,,,,,,,,,"","","",276,4,"A",-117.083918,46.78182
"535","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_277_14-L","CF14GPSWGrn","SW","A5","277","14-L",14,"L","",501,20,481,,,,13.1,6.4,65.7,29.3,52.2,,"MOISTURE OUTSIDE LIMITS","","",277,5,"A",-117.0835,46.781883
"536","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_278_15-L","CF14GPSWGrn","SW","A6","278","15-L",15,"L","",1006,20,986,,,,10.8,7.3,74,25.2,59.7,,"","STARCH OUTSIDE LIMITS","",278,6,"A",-117.083082,46.781804
"538","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_278_16-L","CF14GPWW","WW","","278","16-L",16,"L","",1050,19,1031,,,,9.6,9.2,73.8,25.2,54.8,,"","","",279,1,"B",-117.08265008,46.78185937
"540","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_279_17-L","CF14GPWW","WW","","279","17-L",17,"L","",1435,19,1416,,,,9.1,9,72.3,24,52.2,,"","","",280,1,"B",-117.082246,46.78191
"543","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_280_18-L","CF14GPWW","WW","","280","18-L",18,"L","",1341,20,1321,,,,10.8,8.1,71.7,28.1,46.6,,"","","",281,3,"B",-117.08181228,46.78170481
"545","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_281_19-L","CF14GPWW","WW","","281","19-L",19,"L","",1262,20,1242,,,,9.7,8.3,70.7,24.6,52,,"Starch outside limits","","",282,3,"B",-117.08141,46.781851
"547","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_282_20-L","CF14GPWW","WW","","282","20-L",20,"L","",1209,20,1189,,,,11.5,8.3,71.1,30.9,47.4,,"","","",283,4,"B",-117.080992,46.781853
"549","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_283_21-L","CF14GPWW","WW","","283","21-L",21,"L","",1217,20,1197,,,,11.3,8.4,70.3,29.6,43.2,,"","","",284,5,"B",-117.080574,46.781709
"551","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_284_22-L","CF14GPWW","WW","","284","22-L",22,"L","",996,20,976,,,,9.9,8.5,75.4,25.8,52.5,,"Starch outside limits","","",285,5,"B",-117.080156,46.781972
"553","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_285_23-L","CF14GPWW","WW","","285","23-L",23,"L","",1231,19,1212,,,,10.2,8,73.9,27.1,55.8,,"","","",286,6,"B",-117.079738,46.781943
"554","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_C1_287_24-L","CF14GPSWGrn","SW","C1","287","24-L",24,"L","",840,20,820,,,,10.4,6.7,72.9,23.8,56.5,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","",287,1,"C",-117.07932,46.781907
"556","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_C2_288_25-L","GPHY14","GB","C2","288","25-L",25,"L","",490,20,470,,,,,,,,,,"","","",288,2,"C",-117.07886619,46.78180208
"559","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_C2_289_26-L","GPHY14","GB","C2","289","26-L",26,"L","",346,20,326,,,,,,,,,,"","","",289,2,"C",-117.078484,46.78184
"561","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx",41964.45069,"Covered Storage",41964.50208,"Covered Storage","GPHY14_SB_C3_290_27-L","GPHY14","SB","C3","290","27-L",27,"L","",340,31,309,,,,10.5,12.2,63.2,,,,"small sample (test weight)","","",290,3,"C",-117.078066,46.781845
"563","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_290_28-L","CF14GPWW","WW","","290","28-L",28,"L","",643,20,623,,,,14.7,7.8,63,40.1,46.1,,"","","",291,4,"C",-117.077648,46.781782
"565","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_291_29-L","CF14GPWW","WW","","291","29-L",29,"L","",499,20,479,,,,9.9,8.6,73.6,26.9,60.3,,"Starch outside limits","","",292,4,"C",-117.07723,46.781946
"566","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_C5_293_30-L","CF14GPSWGrn","SW","C5","293","30-L",30,"L","",592,20,572,,,,13.3,6.5,65.9,30.3,55,,"MOISTURE OUTSIDE LIMITS","","",293,5,"C",-117.076812,46.78172
"568","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A1_297_9-M","GPHY14","GB","A1","297","9-M",9,"M","",281,20,261,,,,,,,,,,"","","",297,1,"A",-117.085536,46.782098
"571","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A1_298_10-M","GPHY14","GB","A1","298","10-M",10,"M","",422,20,402,,,,,,,,,,"","","",298,1,"A",-117.085118,46.782216
"574","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_299_11-M","GPHY14","GB","A2","299","11-M",11,"M","",325,20,305,,,,,,,,,,"","","",299,2,"A",-117.0847,46.782064
"576","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_300_12-M","GPHY14","GB","A3","300","12-M",12,"M","",393,20,373,,,,,,,,,,"","","",300,3,"A",-117.084282,46.782153
"578","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A4_301_13-M","GPHY14","GB","A4","301","13-M",13,"M","",312,20,292,,,,,,,,,,"","","",301,4,"A",-117.083864,46.782106
"579","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_302_14-M","CF14GPSWGrn","SW","A5","302","14-M",14,"M","",998,20,978,,,,10.1,7.3,72.4,24,56.7,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","",302,5,"A",-117.08343026,46.78215462
"580","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_303_15-M","CF14GPSWGrn","SW","A6","303","15-M",15,"M","",622,20,602,,,,11.2,6.9,67.7,25,55.3,,"MOISTURE OUTSIDE LIMITS","","",303,6,"A",-117.08301227,46.78207922
"581","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrnA6_304_16-M","CF14GPSWGrn","SW","A6","304","16-M",16,"M","",512,20,492,,,,9.7,7.4,76.2,23.7,60.4,,"","STARCH OUTSIDE LIMITS","",304,6,"A",-117.08261,46.782159
"583","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_304_17-M","CF14GPWW","WW","","304","17-M",17,"M","",1060,19,1041,,,,10.7,8.9,71.4,28.1,53.3,,"","","",305,1,"B",-117.082192,46.782196
"585","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_305_18-M","CF14GPWW","WW","","305","18-M",18,"M","",1113,20,1093,,,,10.3,9.1,72,27.1,50.1,,"","","",306,2,"B",-117.081774,46.781998
"587","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_306_19-M","CF14GPWW","WW","","306","19-M",19,"M","",953,19,934,,,,10.6,9,73.2,28,57.1,,"","","",307,3,"B",-117.081356,46.782137
"590","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_307_20-M","CF14GPWW","WW","","307","20-M",20,"M","",930,20,910,,,,10.6,8.1,72.2,27.3,46,,"","","",308,3,"B",-117.080938,46.782139
"592","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_308_21-M","CF14GPWW","WW","","308","21-M",21,"M","",707,20,687,,,,9.7,9,68.3,25.7,47.1,,"","","",309,5,"B",-117.08049902,46.78197702
"595","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_309_22-M","CF14GPWW","WW","","309","22-M",22,"M","",1392,20,1372,,,,10.1,7.9,72.3,26.3,44.5,,"Starch outside limits","","",310,5,"B",-117.080102,46.782258
"597","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_310_23-M","CF14GPWW","WW","","310","23-M",23,"M","",886,20,866,,,,10.4,8.1,72.6,27.1,47.4,,"Starch outside limits","","",311,6,"B",-117.079684,46.782229
"599","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_311_24-M","CF14GPWW","WW","","311","24-M",24,"M","",686,20,666,,,,14,8.1,62.9,37.9,44.9,,"","","",312,6,"B",-117.07930181,46.78221346
"600","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_C1_313_25-M","CF14GPSWGrn","SW","C1","313","25-M",25,"M","",871,20,851,,,,9,6.7,73,20.6,58.3,,"MOISTURE OUTSIDE LIMITS","","",313,1,"C",-117.078848,46.782114
"602","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_C2_314_26-M","GPHY14","GB","C2","314","26-M",26,"M","",264,20,244,,,,,,,,,,"","","",314,2,"C",-117.07843,46.782126
"604","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_C2_315_27-M","GPHY14","GB","C2","315","27-M",27,"M","",277,20,257,,,,,,,,,,"","","",315,2,"C",-117.07804184,46.78214737
"606","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx",41964.45069,"Covered Storage",41964.50208,"Covered Storage","GPHY14_SB_C3_316_28-M","GPHY14","SB","C3","316","28-M",28,"M","",545,31,514,,,,11.9,11.9,62.5,,35.6,,"","","",316,3,"C",-117.077594,46.782068
"607","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A1_323_10-N","GPHY14","GB","A1","323","10-N",10,"N","",522,20,502,,,,,,,,,,"","","",323,1,"A",-117.08513522,46.78249247
"610","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_324_11-N","GPHY14","GB","A2","324","11-N",11,"N","",196,20,176,,,,,,,,,,"","","",324,2,"A",-117.084751,46.78235
"612","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_325_12-N","GPHY14","GB","A2","325","12-N",12,"N","",238,20,218,,,,,,,,,,"","","",325,2,"A",-117.084333,46.782439
"614","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_326_13-N","GPHY14","GB","A3","326","13-N",13,"N","",307,20,287,,,,,,,,,,"","","",326,3,"A",-117.083915,46.782392
"617","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A4_327_14-N","GPHY14","GB","A4","327","14-N",14,"N","",381,20,361,,,,,,,,,,"","","",327,4,"A",-117.083497,46.782455
"619","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_328_15-N","CF14GPSWGrn","SW","A5","328","15-N",15,"N","",1013,20,993,,,,10.4,7.7,72,23.8,57.8,,"","","",328,5,"A",-117.083079,46.782376
"620","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_329_16-N","CF14GPSWGrn","SW","A6","329","16-N",16,"N","",986,20,966,,,,9.4,6.7,72.6,21.6,58.7,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","",329,6,"A",-117.08264527,46.78243781
"621","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_330_17-N","CF14GPSWGrn","SW","A6","330","17-N",17,"N","",967,20,947,,,,9.9,6.9,73.1,22.5,56.9,,"MOISTURE OUTSIDE LIMITS","","",330,6,"A",-117.082243,46.782482
"623","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_330_18-N","CF14GPWW","WW","","330","18-N",18,"N","",1044,20,1024,,,,9.4,8.9,73.7,23.7,53.5,,"Starch outside limits","","",331,1,"B",-117.081825,46.782284
"625","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_331_19-N","CF14GPWW","WW","","331","19-N",19,"N","",973,20,953,,,,10,9.4,68.3,26.7,45.8,,"","","",332,2,"B",-117.081407,46.782423
